제조사,모델명,연월,판매량
렉서스,RX,2025-05-01,166
렉서스,RX,2025-06-01,217
렉서스,RX,2025-07-01,257
렉서스,RX,2025-08-01,255
렉서스,RX,2025-09-01,282
렉서스,RX,2025-10-01,176
렉서스,RX,2025-11-01,139
렉서스,RX,2025-12-01,25
렉서스,LS,2025-01-01,8
렉서스,LS,2025-02-01,7
렉서스,LS,2025-03-01,10
렉서스,LS,2025-04-01,14
렉서스,LS,2025-05-01,5
렉서스,LS,2025-06-01,8
렉서스,LS,2025-07-01,9
렉서스,LS,2025-08-01,5
렉서스,LS,2025-09-01,7
렉서스,LS,2025-10-01,3
렉서스,LS,2025-11-01,17
렉서스,LS,2025-12-01,7
링컨,Nautilus,2025-01-01,72
링컨,Nautilus,2025-02-01,61
링컨,Nautilus,2025-03-01,82
링컨,Nautilus,2025-04-01,58
링컨,Nautilus,2025-05-01,48
링컨,Nautilus,2025-06-01,57
링컨,Nautilus,2025-07-01,69
링컨,Nautilus,2025-08-01,46
링컨,Nautilus,2025-09-01,72
링컨,Nautilus,2025-10-01,40
링컨,Nautilus,2025-11-01,57
링컨,Nautilus,2025-12-01,52
링컨,Aviator,2025-01-01,58
링컨,Aviator,2025-02-01,54
링컨,Aviator,2025-03-01,50
링컨,Aviator,2025-04-01,67
링컨,Aviator,2025-05-01,47
링컨,Aviator,2025-06-01,37
링컨,Aviator,2025-07-01,53
링컨,Aviator,2025-08-01,12
링컨,Aviator,2025-09-01,15
링컨,Aviator,2025-10-01,2
링컨,Aviator,2025-11-01,1
링컨,Aviator,2025-12-01,1
GMC,Sierra,2025-01-01,14
GMC,Sierra,2025-02-01,21
GMC,Sierra,2025-03-01,26
GMC,Sierra,2025-04-01,21
GMC,Sierra,2025-05-01,25
GMC,Sierra,2025-06-01,12
GMC,Sierra,2025-07-01,24
GMC,Sierra,2025-08-01,24
GMC,Sierra,2025-09-01,18
GMC,Sierra,2025-10-01,23
GMC,Sierra,2025-11-01,13
GMC,Sierra,2025-12-01,21
폴스타,Polestar 4,2025-01-01,103
폴스타,Polestar 4,2025-02-01,71
폴스타,Polestar 4,2025-03-01,307
폴스타,Polestar 4,2025-04-01,179
폴스타,Polestar 4,2025-05-01,292
폴스타,Polestar 4,2025-06-01,118
폴스타,Polestar 4,2025-07-01,198
폴스타,Polestar 4,2025-08-01,252
폴스타,Polestar 4,2025-09-01,361
폴스타,Polestar 4,2025-10-01,286
폴스타,Polestar 4,2025-11-01,371
폴스타,Polestar 4,2025-12-01,73
포르쉐,Taycan,2025-01-01,122
포르쉐,Taycan,2025-02-01,120
포르쉐,Taycan,2025-03-01,245
포르쉐,Taycan,2025-04-01,149
포르쉐,Taycan,2025-05-01,124
포르쉐,Taycan,2025-06-01,137
포르쉐,Taycan,2025-07-01,245
포르쉐,Taycan,2025-08-01,160
포르쉐,Taycan,2025-09-01,135
포르쉐,Taycan,2025-10-01,171
포르쉐,Taycan,2025-11-01,118
포르쉐,Taycan,2025-12-01,313
포르쉐,Cayenne,2025-01-01,244
포르쉐,Cayenne,2025-02-01,217
포르쉐,Cayenne,2025-03-01,343
포르쉐,Cayenne,2025-04-01,536
포르쉐,Cayenne,2025-05-01,553
포르쉐,Cayenne,2025-06-01,374
포르쉐,Cayenne,2025-07-01,257
포르쉐,Cayenne,2025-08-01,221
포르쉐,Cayenne,2025-09-01,293
포르쉐,Cayenne,2025-10-01,163
포르쉐,Cayenne,2025-11-01,363
포르쉐,Cayenne,2025-12-01,203
포르쉐,Macan Electric,2025-01-01,0
포르쉐,Macan Electric,2025-02-01,87
포르쉐,Macan Electric,2025-03-01,131
포르쉐,Macan Electric,2025-04-01,61
포르쉐,Macan Electric,2025-05-01,165
포르쉐,Macan Electric,2025-06-01,187
포르쉐,Macan Electric,2025-07-01,170
포르쉐,Macan Electric,2025-08-01,167
포르쉐,Macan Electric,2025-09-01,175
포르쉐,Macan Electric,2025-10-01,106
포르쉐,Macan Electric,2025-11-01,141
포르쉐,Macan Electric,2025-12-01,197
포르쉐,Panamera,2025-01-01,215
포르쉐,Panamera,2025-02-01,210
포르쉐,Panamera,2025-03-01,270
포르쉐,Panamera,2025-04-01,198
포르쉐,Panamera,2025-05-01,226
포르쉐,Panamera,2025-06-01,125
포르쉐,Panamera,2025-07-01,230
포르쉐,Panamera,2025-08-01,121
포르쉐,Panamera,2025-09-01,121
포르쉐,Panamera,2025-10-01,91
포르쉐,Panamera,2025-11-01,107
포르쉐,Panamera,2025-12-01,179
포르쉐,The New 911,2025-01-01,0
포르쉐,The New 911,2025-02-01,0
포르쉐,The New 911,2025-03-01,0
포르쉐,The New 911,2025-04-01,0
포르쉐,The New 911,2025-05-01,0
포르쉐,The New 911,2025-06-01,0
포르쉐,The New 911,2025-07-01,0
포르쉐,The New 911,2025-08-01,5
포르쉐,The New 911,2025-09-01,65
포르쉐,The New 911,2025-10-01,58
포르쉐,The New 911,2025-11-01,70
포르쉐,The New 911,2025-12-01,115
포드,Explorer,2025-01-01,222
포드,Explorer,2025-02-01,269
포드,Explorer,2025-03-01,440
포드,Explorer,2025-04-01,321
포드,Explorer,2025-05-01,231
포드,Explorer,2025-06-01,176
포드,Explorer,2025-07-01,137
포드,Explorer,2025-08-01,205
포드,Explorer,2025-09-01,246
포드,Explorer,2025-10-01,138
포드,Explorer,2025-11-01,50
포드,Explorer,2025-12-01,19
포드,Bronco,2025-01-01,47
포드,Bronco,2025-02-01,54
포드,Bronco,2025-03-01,49
포드,Bronco,2025-04-01,99
포드,Bronco,2025-05-01,54
포드,Bronco,2025-06-01,72
포드,Bronco,2025-07-01,52
포드,Bronco,2025-08-01,40
포드,Bronco,2025-09-01,36
포드,Bronco,2025-10-01,40
포드,Bronco,2025-11-01,49
포드,Bronco,2025-12-01,12
포드,Ranger,2025-01-01,63
포드,Ranger,2025-02-01,26
포드,Ranger,2025-03-01,24
포드,Ranger,2025-04-01,86
포드,Ranger,2025-05-01,67
포드,Ranger,2025-06-01,50
포드,Ranger,2025-07-01,61
포드,Ranger,2025-08-01,54
포드,Ranger,2025-09-01,69
포드,Ranger,2025-10-01,38
포드,Ranger,2025-11-01,29
포드,Ranger,2025-12-01,12
혼다,Odyssey,2025-01-01,0
혼다,Odyssey,2025-02-01,0
혼다,Odyssey,2025-03-01,23
혼다,Odyssey,2025-04-01,14
혼다,Odyssey,2025-05-01,13
혼다,Odyssey,2025-06-01,4
혼다,Odyssey,2025-07-01,1
혼다,Odyssey,2025-08-01,12
혼다,Odyssey,2025-09-01,3
혼다,Odyssey,2025-10-01,0
혼다,Odyssey,2025-11-01,5
혼다,Odyssey,2025-12-01,78
혼다,CR-V,2025-01-01,56
혼다,CR-V,2025-02-01,53
혼다,CR-V,2025-03-01,84
혼다,CR-V,2025-04-01,73
혼다,CR-V,2025-05-01,66
혼다,CR-V,2025-06-01,73
혼다,CR-V,2025-07-01,96
혼다,CR-V,2025-08-01,49
혼다,CR-V,2025-09-01,5
혼다,CR-V,2025-10-01,4
혼다,CR-V,2025-11-01,95
혼다,CR-V,2025-12-01,70
혼다,Accord,2025-01-01,104
혼다,Accord,2025-02-01,230
혼다,Accord,2025-03-01,109
혼다,Accord,2025-04-01,36
혼다,Accord,2025-05-01,39
혼다,Accord,2025-06-01,43
혼다,Accord,2025-07-01,31
혼다,Accord,2025-08-01,39
혼다,Accord,2025-09-01,61
혼다,Accord,2025-10-01,72
혼다,Accord,2025-11-01,50
혼다,Accord,2025-12-01,70
혼다,Pilot,2025-01-01,17
혼다,Pilot,2025-02-01,0
혼다,Pilot,2025-03-01,13
혼다,Pilot,2025-04-01,39
혼다,Pilot,2025-05-01,27
혼다,Pilot,2025-06-01,22
혼다,Pilot,2025-07-01,15
혼다,Pilot,2025-08-01,11
혼다,Pilot,2025-09-01,8
혼다,Pilot,2025-10-01,11
혼다,Pilot,2025-11-01,5
혼다,Pilot,2025-12-01,7
벤틀리,Bentayga,2025-01-01,4
벤틀리,Bentayga,2025-02-01,17
벤틀리,Bentayga,2025-03-01,8
벤틀리,Bentayga,2025-04-01,6
벤틀리,Bentayga,2025-05-01,9
벤틀리,Bentayga,2025-06-01,11
벤틀리,Bentayga,2025-07-01,12
벤틀리,Bentayga,2025-08-01,8
벤틀리,Bentayga,2025-09-01,9
벤틀리,Bentayga,2025-10-01,25
벤틀리,Bentayga,2025-11-01,20
벤틀리,Bentayga,2025-12-01,31
벤틀리,The new Continental,2025-01-01,0
벤틀리,The new Continental,2025-02-01,0
벤틀리,The new Continental,2025-03-01,0
벤틀리,The new Continental,2025-04-01,0
벤틀리,The new Continental,2025-05-01,21
벤틀리,The new Continental,2025-06-01,12
벤틀리,The new Continental,2025-07-01,14
벤틀리,The new Continental,2025-08-01,11
벤틀리,The new Continental,2025-09-01,15
벤틀리,The new Continental,2025-10-01,7
벤틀리,The new Continental,2025-11-01,10
벤틀리,The new Continental,2025-12-01,18
벤틀리,The New Flying Spur,2025-01-01,0
벤틀리,The New Flying Spur,2025-02-01,0
벤틀리,The New Flying Spur,2025-03-01,0
벤틀리,The New Flying Spur,2025-04-01,0
벤틀리,The New Flying Spur,2025-05-01,0
벤틀리,The New Flying Spur,2025-06-01,0
벤틀리,The New Flying Spur,2025-07-01,0
벤틀리,The New Flying Spur,2025-08-01,3
벤틀리,The New Flying Spur,2025-09-01,57
벤틀리,The New Flying Spur,2025-10-01,13
벤틀리,The New Flying Spur,2025-11-01,5
벤틀리,The New Flying Spur,2025-12-01,16
벤틀리,Continental,2025-01-01,0
벤틀리,Continental,2025-02-01,0
벤틀리,Continental,2025-03-01,0
벤틀리,Continental,2025-04-01,0
벤틀리,Continental,2025-05-01,0
벤틀리,Continental,2025-06-01,0
벤틀리,Continental,2025-07-01,0
벤틀리,Continental,2025-08-01,1
벤틀리,Continental,2025-09-01,1
벤틀리,Continental,2025-10-01,0
벤틀리,Continental,2025-11-01,0
벤틀리,Continental,2025-12-01,1
롤스로이스,Cullinan Series2,2025-01-01,6
롤스로이스,Cullinan Series2,2025-02-01,11
롤스로이스,Cullinan Series2,2025-03-01,8
롤스로이스,Cullinan Series2,2025-04-01,11
롤스로이스,Cullinan Series2,2025-05-01,6
롤스로이스,Cullinan Series2,2025-06-01,9
롤스로이스,Cullinan Series2,2025-07-01,8
롤스로이스,Cullinan Series2,2025-08-01,11
롤스로이스,Cullinan Series2,2025-09-01,6
롤스로이스,Cullinan Series2,2025-10-01,5
롤스로이스,Cullinan Series2,2025-11-01,2
롤스로이스,Cullinan Series2,2025-12-01,3
롤스로이스,Ghost Series II,2025-01-01,0
롤스로이스,Ghost Series II,2025-02-01,0
롤스로이스,Ghost Series II,2025-03-01,6
롤스로이스,Ghost Series II,2025-04-01,10
롤스로이스,Ghost Series II,2025-05-01,10
롤스로이스,Ghost Series II,2025-06-01,1
롤스로이스,Ghost Series II,2025-07-01,4
롤스로이스,Ghost Series II,2025-08-01,0
롤스로이스,Ghost Series II,2025-09-01,3
롤스로이스,Ghost Series II,2025-10-01,2
롤스로이스,Ghost Series II,2025-11-01,4
롤스로이스,Ghost Series II,2025-12-01,3
롤스로이스,Spectre,2025-01-01,0
롤스로이스,Spectre,2025-02-01,1
롤스로이스,Spectre,2025-03-01,4
롤스로이스,Spectre,2025-04-01,4
롤스로이스,Spectre,2025-05-01,4
롤스로이스,Spectre,2025-06-01,2
롤스로이스,Spectre,2025-07-01,1
롤스로이스,Spectre,2025-08-01,2
롤스로이스,Spectre,2025-09-01,2
롤스로이스,Spectre,2025-10-01,2
롤스로이스,Spectre,2025-11-01,1
롤스로이스,Spectre,2025-12-01,1
롤스로이스,Phantom Series II,2025-01-01,1
롤스로이스,Phantom Series II,2025-02-01,0
롤스로이스,Phantom Series II,2025-03-01,0
롤스로이스,Phantom Series II,2025-04-01,2
롤스로이스,Phantom Series II,2025-05-01,1
롤스로이스,Phantom Series II,2025-06-01,1
롤스로이스,Phantom Series II,2025-07-01,2
롤스로이스,Phantom Series II,2025-08-01,3
롤스로이스,Phantom Series II,2025-09-01,0
롤스로이스,Phantom Series II,2025-10-01,1
롤스로이스,Phantom Series II,2025-11-01,0
롤스로이스,Phantom Series II,2025-12-01,1
지프,Wrangler,2025-01-01,92
지프,Wrangler,2025-02-01,76
지프,Wrangler,2025-03-01,129
지프,Wrangler,2025-04-01,48
지프,Wrangler,2025-05-01,64
지프,Wrangler,2025-06-01,119
지프,Wrangler,2025-07-01,129
지프,Wrangler,2025-08-01,73
지프,Wrangler,2025-09-01,97
지프,Wrangler,2025-10-01,84
지프,Wrangler,2025-11-01,184
지프,Wrangler,2025-12-01,200
지프,Gladiator,2025-01-01,0
지프,Gladiator,2025-02-01,0
지프,Gladiator,2025-03-01,0
지프,Gladiator,2025-04-01,34
지프,Gladiator,2025-05-01,20
지프,Gladiator,2025-06-01,26
지프,Gladiator,2025-07-01,16
지프,Gladiator,2025-08-01,17
지프,Gladiator,2025-09-01,14
지프,Gladiator,2025-10-01,18
지프,Gladiator,2025-11-01,16
지프,Gladiator,2025-12-01,19
지프,Grand Cherokee,2025-01-01,4
지프,Grand Cherokee,2025-02-01,3
지프,Grand Cherokee,2025-03-01,16
지프,Grand Cherokee,2025-04-01,10
지프,Grand Cherokee,2025-05-01,6
지프,Grand Cherokee,2025-06-01,10
지프,Grand Cherokee,2025-07-01,24
지프,Grand Cherokee,2025-08-01,27
지프,Grand Cherokee,2025-09-01,41
지프,Grand Cherokee,2025-10-01,8
지프,Grand Cherokee,2025-11-01,16
지프,Grand Cherokee,2025-12-01,14
미니,Cooper,2025-01-01,150
미니,Cooper,2025-02-01,265
미니,Cooper,2025-03-01,298
미니,Cooper,2025-04-01,352
미니,Cooper,2025-05-01,305
미니,Cooper,2025-06-01,335
미니,Cooper,2025-07-01,354
미니,Cooper,2025-08-01,334
미니,Cooper,2025-09-01,356
미니,Cooper,2025-10-01,286
미니,Cooper,2025-11-01,413
미니,Cooper,2025-12-01,431
미니,Countryman,2025-01-01,84
미니,Countryman,2025-02-01,222
미니,Countryman,2025-03-01,170
미니,Countryman,2025-04-01,128
미니,Countryman,2025-05-01,112
미니,Countryman,2025-06-01,119
미니,Countryman,2025-07-01,123
미니,Countryman,2025-08-01,92
미니,Countryman,2025-09-01,138
미니,Countryman,2025-10-01,125
미니,Countryman,2025-11-01,206
미니,Countryman,2025-12-01,154
미니,Mini Electric,2025-01-01,0
미니,Mini Electric,2025-02-01,1
미니,Mini Electric,2025-03-01,0
미니,Mini Electric,2025-04-01,3
미니,Mini Electric,2025-05-01,13
미니,Mini Electric,2025-06-01,172
미니,Mini Electric,2025-07-01,116
미니,Mini Electric,2025-08-01,109
미니,Mini Electric,2025-09-01,151
미니,Mini Electric,2025-10-01,138
미니,Mini Electric,2025-11-01,198
미니,Mini Electric,2025-12-01,105
미니,Aceman,2025-01-01,0
미니,Aceman,2025-02-01,26
미니,Aceman,2025-03-01,79
미니,Aceman,2025-04-01,50
미니,Aceman,2025-05-01,39
미니,Aceman,2025-06-01,41
미니,Aceman,2025-07-01,35
미니,Aceman,2025-08-01,30
미니,Aceman,2025-09-01,62
미니,Aceman,2025-10-01,39
미니,Aceman,2025-11-01,41
미니,Aceman,2025-12-01,54
미니,Convertible,2025-01-01,0
미니,Convertible,2025-02-01,0
미니,Convertible,2025-03-01,0
미니,Convertible,2025-04-01,88
미니,Convertible,2025-05-01,83
미니,Convertible,2025-06-01,69
미니,Convertible,2025-07-01,59
미니,Convertible,2025-08-01,45
미니,Convertible,2025-09-01,57
미니,Convertible,2025-10-01,50
미니,Convertible,2025-11-01,51
미니,Convertible,2025-12-01,46
미니,Countryman Electric,2025-01-01,0
미니,Countryman Electric,2025-02-01,23
미니,Countryman Electric,2025-03-01,73
미니,Countryman Electric,2025-04-01,40
미니,Countryman Electric,2025-05-01,38
미니,Countryman Electric,2025-06-01,39
미니,Countryman Electric,2025-07-01,37
미니,Countryman Electric,2025-08-01,55
미니,Countryman Electric,2025-09-01,34
미니,Countryman Electric,2025-10-01,19
미니,Countryman Electric,2025-11-01,9
미니,Countryman Electric,2025-12-01,20
랜드로버,Range Rover,2025-01-01,99
랜드로버,Range Rover,2025-02-01,148
랜드로버,Range Rover,2025-03-01,105
랜드로버,Range Rover,2025-04-01,82
랜드로버,Range Rover,2025-05-01,94
랜드로버,Range Rover,2025-06-01,149
랜드로버,Range Rover,2025-07-01,110
랜드로버,Range Rover,2025-08-01,137
랜드로버,Range Rover,2025-09-01,197
랜드로버,Range Rover,2025-10-01,79
랜드로버,Range Rover,2025-11-01,125
랜드로버,Range Rover,2025-12-01,156
랜드로버,Defender,2025-01-01,87
랜드로버,Defender,2025-02-01,110
랜드로버,Defender,2025-03-01,150
랜드로버,Defender,2025-04-01,54
랜드로버,Defender,2025-05-01,84
랜드로버,Defender,2025-06-01,87
랜드로버,Defender,2025-07-01,97
랜드로버,Defender,2025-08-01,88
랜드로버,Defender,2025-09-01,151
랜드로버,Defender,2025-10-01,49
랜드로버,Defender,2025-11-01,128
랜드로버,Defender,2025-12-01,107
랜드로버,Range Rover Sport,2025-01-01,61
랜드로버,Range Rover Sport,2025-02-01,99
랜드로버,Range Rover Sport,2025-03-01,116
랜드로버,Range Rover Sport,2025-04-01,130
랜드로버,Range Rover Sport,2025-05-01,101
랜드로버,Range Rover Sport,2025-06-01,156
랜드로버,Range Rover Sport,2025-07-01,131
랜드로버,Range Rover Sport,2025-08-01,149
랜드로버,Range Rover Sport,2025-09-01,204
랜드로버,Range Rover Sport,2025-10-01,52
랜드로버,Range Rover Sport,2025-11-01,93
랜드로버,Range Rover Sport,2025-12-01,85
랜드로버,Discovery Sport,2025-01-01,4
랜드로버,Discovery Sport,2025-02-01,10
랜드로버,Discovery Sport,2025-03-01,38
랜드로버,Discovery Sport,2025-04-01,14
랜드로버,Discovery Sport,2025-05-01,24
랜드로버,Discovery Sport,2025-06-01,27
랜드로버,Discovery Sport,2025-07-01,7
랜드로버,Discovery Sport,2025-08-01,10
랜드로버,Discovery Sport,2025-09-01,42
랜드로버,Discovery Sport,2025-10-01,30
랜드로버,Discovery Sport,2025-11-01,8
랜드로버,Discovery Sport,2025-12-01,53
랜드로버,Range Rover Evoque,2025-01-01,24
랜드로버,Range Rover Evoque,2025-02-01,20
랜드로버,Range Rover Evoque,2025-03-01,47
랜드로버,Range Rover Evoque,2025-04-01,25
랜드로버,Range Rover Evoque,2025-05-01,27
랜드로버,Range Rover Evoque,2025-06-01,37
랜드로버,Range Rover Evoque,2025-07-01,15
랜드로버,Range Rover Evoque,2025-08-01,15
랜드로버,Range Rover Evoque,2025-09-01,42
랜드로버,Range Rover Evoque,2025-10-01,28
랜드로버,Range Rover Evoque,2025-11-01,11
랜드로버,Range Rover Evoque,2025-12-01,51
랜드로버,New Range Rover Velar,2025-01-01,38
랜드로버,New Range Rover Velar,2025-02-01,41
랜드로버,New Range Rover Velar,2025-03-01,61
랜드로버,New Range Rover Velar,2025-04-01,11
랜드로버,New Range Rover Velar,2025-05-01,34
랜드로버,New Range Rover Velar,2025-06-01,35
랜드로버,New Range Rover Velar,2025-07-01,30
랜드로버,New Range Rover Velar,2025-08-01,35
랜드로버,New Range Rover Velar,2025-09-01,72
랜드로버,New Range Rover Velar,2025-10-01,17
랜드로버,New Range Rover Velar,2025-11-01,38
랜드로버,New Range Rover Velar,2025-12-01,48
랜드로버,Discovery,2025-01-01,12
랜드로버,Discovery,2025-02-01,14
랜드로버,Discovery,2025-03-01,10
랜드로버,Discovery,2025-04-01,19
랜드로버,Discovery,2025-05-01,6
랜드로버,Discovery,2025-06-01,14
랜드로버,Discovery,2025-07-01,3
랜드로버,Discovery,2025-08-01,12
랜드로버,Discovery,2025-09-01,14
랜드로버,Discovery,2025-10-01,4
랜드로버,Discovery,2025-11-01,6
랜드로버,Discovery,2025-12-01,22
푸조,3008,2025-01-01,0
푸조,3008,2025-02-01,0
푸조,3008,2025-03-01,0
푸조,3008,2025-04-01,0
푸조,3008,2025-05-01,0
푸조,3008,2025-06-01,14
푸조,3008,2025-07-01,36
푸조,3008,2025-08-01,41
푸조,3008,2025-09-01,51
푸조,3008,2025-10-01,26
푸조,3008,2025-11-01,18
푸조,3008,2025-12-01,42
푸조,5008,2025-01-01,10
푸조,5008,2025-02-01,7
푸조,5008,2025-03-01,10
푸조,5008,2025-04-01,4
푸조,5008,2025-05-01,9
푸조,5008,2025-06-01,30
푸조,5008,2025-07-01,20
푸조,5008,2025-08-01,21
푸조,5008,2025-09-01,44
푸조,5008,2025-10-01,39
푸조,5008,2025-11-01,43
푸조,5008,2025-12-01,42
푸조,408,2025-01-01,16
푸조,408,2025-02-01,3
푸조,408,2025-03-01,12
푸조,408,2025-04-01,17
푸조,408,2025-05-01,15
푸조,408,2025-06-01,24
푸조,408,2025-07-01,10
푸조,408,2025-08-01,9
푸조,408,2025-09-01,15
푸조,408,2025-10-01,6
푸조,408,2025-11-01,13
푸조,408,2025-12-01,13
푸조,308,2025-01-01,0
푸조,308,2025-02-01,0
푸조,308,2025-03-01,0
푸조,308,2025-04-01,18
푸조,308,2025-05-01,5
푸조,308,2025-06-01,3
푸조,308,2025-07-01,5
푸조,308,2025-08-01,1
푸조,308,2025-09-01,6
푸조,308,2025-10-01,3
푸조,308,2025-11-01,3
푸조,308,2025-12-01,8
페라리,Roma Spider,2025-01-01,9
페라리,Roma Spider,2025-02-01,3
페라리,Roma Spider,2025-03-01,13
페라리,Roma Spider,2025-04-01,11
페라리,Roma Spider,2025-05-01,10
페라리,Roma Spider,2025-06-01,2
페라리,Roma Spider,2025-07-01,10
페라리,Roma Spider,2025-08-01,13
페라리,Roma Spider,2025-09-01,20
페라리,Roma Spider,2025-10-01,13
페라리,Roma Spider,2025-11-01,11
페라리,Roma Spider,2025-12-01,15
페라리,Purosangue,2025-01-01,11
페라리,Purosangue,2025-02-01,13
페라리,Purosangue,2025-03-01,14
페라리,Purosangue,2025-04-01,8
페라리,Purosangue,2025-05-01,8
페라리,Purosangue,2025-06-01,13
페라리,Purosangue,2025-07-01,8
페라리,Purosangue,2025-08-01,12
페라리,Purosangue,2025-09-01,13
페라리,Purosangue,2025-10-01,8
페라리,Purosangue,2025-11-01,14
페라리,Purosangue,2025-12-01,14
페라리,12Cilindri,2025-01-01,0
페라리,12Cilindri,2025-02-01,0
페라리,12Cilindri,2025-03-01,0
페라리,12Cilindri,2025-04-01,0
페라리,12Cilindri,2025-05-01,0
페라리,12Cilindri,2025-06-01,0
페라리,12Cilindri,2025-07-01,0
페라리,12Cilindri,2025-08-01,1
페라리,12Cilindri,2025-09-01,0
페라리,12Cilindri,2025-10-01,0
페라리,12Cilindri,2025-11-01,0
페라리,12Cilindri,2025-12-01,2
페라리,SF90 Stradale,2025-01-01,1
페라리,SF90 Stradale,2025-02-01,1
페라리,SF90 Stradale,2025-03-01,1
페라리,SF90 Stradale,2025-04-01,0
페라리,SF90 Stradale,2025-05-01,0
페라리,SF90 Stradale,2025-06-01,2
페라리,SF90 Stradale,2025-07-01,3
페라리,SF90 Stradale,2025-08-01,1
페라리,SF90 Stradale,2025-09-01,1
페라리,SF90 Stradale,2025-10-01,0
페라리,SF90 Stradale,2025-11-01,2
페라리,SF90 Stradale,2025-12-01,1
람보르기니,Urus S,2025-01-01,42
람보르기니,Urus S,2025-02-01,17
람보르기니,Urus S,2025-03-01,11
람보르기니,Urus S,2025-04-01,9
람보르기니,Urus S,2025-05-01,23
람보르기니,Urus S,2025-06-01,31
람보르기니,Urus S,2025-07-01,41
람보르기니,Urus S,2025-08-01,20
람보르기니,Urus S,2025-09-01,38
람보르기니,Urus S,2025-10-01,28
람보르기니,Urus S,2025-11-01,29
람보르기니,Urus S,2025-12-01,81
람보르기니,Revuelto,2025-01-01,0
람보르기니,Revuelto,2025-02-01,0
람보르기니,Revuelto,2025-03-01,0
람보르기니,Revuelto,2025-04-01,0
람보르기니,Revuelto,2025-05-01,2
람보르기니,Revuelto,2025-06-01,16
람보르기니,Revuelto,2025-07-01,14
람보르기니,Revuelto,2025-08-01,3
람보르기니,Revuelto,2025-09-01,4
람보르기니,Revuelto,2025-10-01,3
람보르기니,Revuelto,2025-11-01,2
람보르기니,Revuelto,2025-12-01,6
